scenario,diet,species,biomass_reaction,biomass_flux,weight
allcohort_agebin_71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03__biomass525,2.5626158088795554,0.4488024582035857
allcohort_agebin_71_80,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03__biomass224,0.7329496270313707,0.2370810988590241
allcohort_agebin_71_80,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_onderdonkii_DSM_19147_AGORA1_03__biomass419,0.0,0.1380956664475209
allcohort_agebin_71_80,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03__biomass399,0.0,0.0
allcohort_agebin_71_80,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03__biomass536,0.0,0.1123106399263329
allcohort_agebin_71_80,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03__biomass525,0.0,0.0068372238458228
allcohort_agebin_71_80,high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03__biomass525,0.0,0.0
allcohort_agebin_71_80,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__biomass525,0.0,0.0134427633340513
allcohort_agebin_71_80,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03__biomass536,0.0,0.0
allcohort_agebin_71_80,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03__biomass525,0.0,0.043430149383662
allcohort_agebin_71_80,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03__biomass525,2.5626158088805213,0.4488024582035857
allcohort_agebin_71_80,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03__biomass224,0.8050644997546945,0.2370810988590241
allcohort_agebin_71_80,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_onderdonkii_DSM_19147_AGORA1_03__biomass419,0.0,0.1380956664475209
allcohort_agebin_71_80,western,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03__biomass399,0.0,0.0
allcohort_agebin_71_80,western,Bacteroides_dorei_DSM_17855_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03__biomass536,0.0,0.1123106399263329
allcohort_agebin_71_80,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03__biomass525,0.0,0.0068372238458228
allcohort_agebin_71_80,western,Bilophila_wadsworthia_3_1_6_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03__biomass525,0.0,0.0
allcohort_agebin_71_80,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03__biomass525,0.0,0.0134427633340513
allcohort_agebin_71_80,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03__biomass536,0.0,0.0
allcohort_agebin_71_80,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03__biomass525,-5.117408686252476e-16,0.043430149383662
