diet,species,pathway,pathway_abs_flux,species_internal_abs_flux_total,species_biomass_flux_total,pathway_flux_share,biomass_association_score
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alanine and aspartate metabolism,34.622531477639704,451.7735615572959,0.0,0.07663691376337595,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Aminosugar metabolism,0.9999999999999999,451.7735615572959,0.0,0.002213498276775932,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Arginine and proline metabolism,1.0009349674498091,451.7735615572959,0.0,0.002215567825614926,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Citric acid cycle,5.5552186951058715,451.7735615572959,0.0,0.01229646700873029,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Fructose and mannose metabolism,16.98736150048221,451.7735615572959,0.0,0.03760149540828718,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glutamate metabolism,4.554283727656062,451.7735615572959,0.0,0.010080899183115362,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glycerophospholipid metabolism,1.3537336765749142,451.7735615572959,0.0,0.0029964871603121194,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Glycolysis/gluconeogenesis,73.08510227768774,451.7735615572959,0.0,0.16177374794965457,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Nucleotide interconversion,11.118735906798946,451.7735615572959,0.0,0.02461130276962615,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Oxidative phosphorylation,0.3336449891499357,451.7735615572959,0.0,0.0007385226085383072,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pentose phosphate pathway,52.32219548927528,451.7735615572959,0.0,0.11581508955264427,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Purine catabolism,15.696658646782586,451.7735615572959,0.0,0.03474452686579329,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pyrimidine catabolism,23.896921057963365,451.7735615572959,0.0,0.05289579358205239,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pyrimidine synthesis,1.353733676574915,451.7735615572959,0.0,0.0029964871603121216,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Pyruvate metabolism,0.3336449891499364,451.7735615572959,0.0,0.0007385226085383087,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Respiration,9.46079255403645,451.7735615572959,0.0,0.020941448015294253,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Sulfur metabolism,1.3537336765749148,451.7735615572959,0.0,0.002996487160312121,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,"Transport, extracellular",185.64490146471704,451.7735615572959,0.0,0.4109246694843889,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Tryptophan metabolism,11.432142805376358,451.7735615572959,0.0,0.02530502839955694,0.0
high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Urea cycle,0.6672899782998729,451.7735615572959,0.0,0.0014770452170766177,0.0
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Glycolysis/gluconeogenesis,531.3259816399122,1633.4586119702576,7.3886029567966,0.32527667229905105,2.4033401827257275
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,"Transport, extracellular",393.2251005139857,1633.4586119702576,7.3886029567966,0.24073159713528489,1.778670190388134
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Pentose phosphate pathway,305.832344919147,1633.4586119702576,7.3886029567966,0.18722993204600133,1.3833676295159119
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Pyruvate metabolism,147.3839559537707,1633.4586119702576,7.3886029567966,0.09022815446544924,0.6666600088697185
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide interconversion,74.62783618830997,1633.4586119702576,7.3886029567966,0.04568700770342433,0.33756316020471
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Glycerophospholipid metabolism,44.92926525729503,1633.4586119702576,7.3886029567966,0.027505603709849683,0.2032279848990709
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,"Valine, leucine, and isoleucine metabolism",17.973260645901398,1633.4586119702576,7.3886029567966,0.01100319317195449,0.0812982256045071
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Fatty acid synthesis,17.17563879090634,1633.4586119702576,7.3886029567966,0.010514890714120572,0.07769035262074438
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Purine catabolism,14.422379119602718,1633.4586119702576,7.3886029567966,0.008829350810551988,0.06523656750543888
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Exchange/demand reaction,11.0829044351949,1633.4586119702576,7.3886029567966,0.006784931282603382,0.050131163336305094
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Respiration,7.275229867660341,1633.4586119702576,7.3886029567966,0.004453880749929163,0.03290795647814607
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Terpenoid backbone biosynthesis,7.11465941926893,1633.4586119702576,7.3886029567966,0.0043555798519359585,0.03218165017257772
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Pyrimidine catabolism,5.568068113900387,1633.4586119702576,7.3886029567966,0.003408759838233215,0.025185973019779432
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Alanine and aspartate metabolism,5.516583097063469,1633.4586119702576,7.3886029567966,0.0033772408169004263,0.024953091485564655
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Lipopolysaccharide biosynthesis,4.897103236639653,1633.4586119702576,7.3886029567966,0.0029979965214624125,0.0221510059629431
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Arginine and proline metabolism,4.811604170374342,1633.4586119702576,7.3886029567966,0.002945654169082769,0.021764269103385178
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Methionine and cysteine metabolism,3.8671323469077836,1633.4586119702576,7.3886029567966,0.0023674504628209076,0.017492151489668036
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Unassigned,3.6943014783983,1633.4586119702576,7.3886029567966,0.002261643760867794,0.016710387778768366
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Fatty acid oxidation,3.683946351354351,1633.4586119702576,7.3886029567966,0.0022553043734060826,0.016663548561824486
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Propanoate metabolism,3.6839463513543516,1633.4586119702576,7.3886029567966,0.0022553043734060826,0.016663548561824486
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Histidine metabolism,2.9282511238376276,1633.4586119702576,7.3886029567966,0.0017926693106142476,0.013245321768962953
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",2.713875239879985,1633.4586119702576,7.3886029567966,0.0016614288357184282,0.01227563800809631
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Glutamate metabolism,2.6803514816005323,1633.4586119702576,7.3886029567966,0.0016409056599037582,0.012124000410589184
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Urea cycle,2.5266916360401686,1633.4586119702576,7.3886029567966,0.0015468354187392016,0.011428952748574172
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Phenylalanine metabolism,1.9999999999999998,1633.4586119702576,7.3886029567966,0.0012243958832771553,0.009046575043471174
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Citric acid cycle,1.765803083812592,1633.4586119702576,7.3886029567966,0.0010810210132491218,0.007987235054851717
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Cell wall biosynthesis,1.7555653112481775,1633.4586119702576,7.3886029567966,0.0010747534699582233,0.007940926665960734
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Tyrosine metabolism,1.554171697586893,1633.4586119702576,7.3886029567966,0.0009514607142156301,0.007029965446329409
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Aminosugar metabolism,1.0163799170384187,1633.4586119702576,7.3886029567966,0.0006222256931337083,0.0045973785960825315
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Glutathione metabolism,1.0057197022639301,1633.4586119702576,7.3886029567966,0.0006156995315913413,0.0045491593796140655
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Squalene and cholesterol synthesis,0.9239817427621987,1633.4586119702576,7.3886029567966,0.0005656597210306439,0.004179435087347755
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Purine synthesis,0.8784753371512882,1633.4586119702576,7.3886029567966,0.0005378007931842743,0.0039735965306888854
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Folate metabolism,0.6886048655182687,1633.4586119702576,7.3886029567966,0.00042156248127259377,0.0031147577956051977
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Ubiquinone and other terpenoid-quinone biosynthesis,0.6426154903966549,1633.4586119702576,7.3886029567966,0.0003934078804858974,0.002906734628985185
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide salvage pathway,0.5002453631899137,1633.4586119702576,7.3886029567966,0.000306249181659108,0.0022627536091230243
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Galactose metabolism,0.3695926971048795,1633.4586119702576,7.3886029567966,0.0002262638884122576,0.0016717740349391024
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Pyrimidine synthesis,0.33556079188587407,1633.4586119702576,7.3886029567966,0.00020542962608714326,0.0015178379427210867
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Pentose and glucuronate interconversions,0.2771945228286596,1633.4586119702576,7.3886029567966,0.00016969791630919314,0.0012538305262043265
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,CoA synthesis,0.19446987697362544,1633.4586119702576,7.3886029567966,0.00011905405839396095,0.0008796431678682549
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Cholesterol metabolism,0.1847963485524398,1633.4586119702576,7.3886029567966,0.00011313194420612881,0.0008358870174695513
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Nucleotide sugar metabolism,0.18479634855243976,1633.4586119702576,7.3886029567966,0.0001131319442061288,0.0008358870174695512
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,NAD metabolism,0.10295464075080564,1633.4586119702576,7.3886029567966,6.302861914978245e-05,0.0004656934418128894
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B12 metabolism,0.05719702263930167,1633.4586119702576,7.3886029567966,3.5015899527635615e-05,0.0002587185787847812
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Thiamine metabolism,0.022878809055720668,1633.4586119702576,7.3886029567966,1.4006359811054245e-05,0.00010348743151391246
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B2 metabolism,0.022878809055720668,1633.4586119702576,7.3886029567966,1.4006359811054245e-05,0.00010348743151391246
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,beta-Alanine metabolism,0.022878809055720636,1633.4586119702576,7.3886029567966,1.4006359811054226e-05,0.00010348743151391232
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,Vitamin B6 metabolism,0.011439404527860329,1633.4586119702576,7.3886029567966,7.00317990552712e-06,5.174371575695621e-05
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Alanine and aspartate metabolism,3.752668297507312,321.06625392739045,0.0,0.011688143028435441,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Aminosugar metabolism,0.5040386533333328,321.06625392739045,0.0,0.001569889850358804,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Arginine and proline metabolism,16.24525990575354,321.06625392739045,0.0,0.050597842990460856,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Cell wall biosynthesis,0.2520193266666664,321.06625392739045,0.0,0.000784944925179402,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Citric acid cycle,16.581185203042835,321.06625392739045,0.0,0.051644123292984546,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Folate metabolism,11.918691494410215,321.06625392739045,0.0,0.037122218073736404,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Fructose and mannose metabolism,0.1973684,321.06625392739045,0.0,0.000614727949716681,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Glutamate metabolism,7.361473883374273,321.06625392739045,0.0,0.022928208098254636,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",16.339206046625733,321.06625392739045,0.0,0.05089044970238718,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Glycolysis/gluconeogenesis,15.132822416190445,321.06625392739045,0.0,0.04713302077400122,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Miscellaneous,4.443547546397446,321.06625392739045,0.0,0.013839970697768692,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Nucleotide interconversion,3.391864766877874,321.06625392739045,0.0,0.01056437643441951,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Pentose and glucuronate interconversions,0.029129999999999996,321.06625392739045,0.0,9.072893723233767e-05,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Pentose phosphate pathway,0.25991407333333333,321.06625392739045,0.0,0.0008095340763907042,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Pyruvate metabolism,36.68285949590791,321.06625392739045,0.0,0.11425323915917925,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Respiration,27.22496820027718,321.06625392739045,0.0,0.08479548338466658,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Sulfur metabolism,0.9461866238638184,321.06625392739045,0.0,0.0029470136219230305,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,"Transport, extracellular",153.7965191366868,321.06625392739045,0.0,0.4790180134330408,0.0
high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,Urea cycle,6.006530457141734,321.06625392739045,0.0,0.018708071569863954,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Alanine and aspartate metabolism,1.8579275517722755,3473.270910671322,0.0,0.0005349215766797676,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Aminosugar metabolism,1.4370079567833962,3473.270910671322,0.0,0.0004137333348712635,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Biotin metabolism,0.520051205657319,3473.270910671322,0.0,0.0001497295255776067,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Citric acid cycle,106.0114822265871,3473.270910671322,0.0,0.03052208853069194,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Exchange/demand reaction,24.489266070989917,3473.270910671322,0.0,0.0070507791361015875,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fatty acid oxidation,0.5200512056573172,3473.270910671322,0.0,0.00014972952557760618,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fatty acid synthesis,3.1203072339439033,3473.270910671322,0.0,0.0008983771534656371,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Folate metabolism,27.419568586802438,3473.270910671322,0.0,0.007894451452824542,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Fructose and mannose metabolism,36.36936231684123,3473.270910671322,0.0,0.010471213807451512,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glutamate metabolism,8.619804989943493,3473.270910671322,0.0,0.002481754292030574,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glycerophospholipid metabolism,0.5200512056573173,3473.270910671322,0.0,0.0001497295255776062,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,"Glycine, serine, alanine, and threonine metabolism",44.139127361032116,3473.270910671322,0.0,0.012708230511308087,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Glycolysis/gluconeogenesis,344.9002907738613,3473.270910671322,0.0,0.09930129254075322,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Methionine and cysteine metabolism,3.1928674908433967,3473.270910671322,0.0,0.0009192681978919612,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Miscellaneous,50.738900991292454,3473.270910671322,0.0,0.014608391425903925,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,NAD metabolism,9.427552227944085,3473.270910671322,0.0,0.002714315257983117,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Nucleotide interconversion,204.8540943961333,3473.270910671322,0.0,0.05898016586231064,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Nucleotide salvage pathway,1.8579275517722746,3473.270910671322,0.0,0.0005349215766797672,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pentose and glucuronate interconversions,1.1538383999999997,3473.270910671322,0.0,0.00033220512585267444,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pentose phosphate pathway,16.956609470289905,3473.270910671322,0.0,0.004882029045932525,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Plant polysaccharide degradation,0.00071023,3473.270910671322,0.0,2.0448448113214557e-07,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Purine catabolism,6.858372512859244,3473.270910671322,0.0,0.0019746149060205736,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Purine synthesis,1.8579275517722749,3473.270910671322,0.0,0.0005349215766797674,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pyrimidine catabolism,38.42285094900198,3473.270910671322,0.0,0.011062439970044123,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pyrimidine synthesis,28.421961026828047,3473.270910671322,0.0,0.008183053311362511,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Pyruvate metabolism,5.055997663411555,3473.270910671322,0.0,0.001455687676961058,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Respiration,246.43959482063516,3473.270910671322,0.0,0.07095317386947013,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Starch and sucrose metabolism,36.36936231684123,3473.270910671322,0.0,0.010471213807451512,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,"Transport, extracellular",2220.9061344877173,3473.270910671322,0.0,0.6394278452809935,0.0
high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,"Valine, leucine, and isoleucine metabolism",0.8319098984503495,3473.270910671322,0.0,0.0002395177110700979,0.0
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Alanine and aspartate metabolism,17.179593378170637,419.73199305306014,0.0,0.04092991161624149,0.0
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Arginine and proline metabolism,45.71546549358702,419.73199305306014,0.0,0.10891584689806556,0.0
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Citric acid cycle,47.188971903842884,419.73199305306014,0.0,0.11242643564193955,0.0
high_fiber,Bilophila_wadsworthia_3_1_6_AGORA1_03,Glutamate metabolism,5.6104454252532925,419.73199305306014,0.0,0.013366732863139294,0.0
