age_group,diet,consumer_species,producer_species,shared_metabolite_id,shared_metabolite_name,consumer_uptake_flux,producer_secretion_flux,candidate_score,medium_available_flag,linked_pathway,anchor_rank,likely_origin
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,hxan(e),Hypoxanthine,2.1806184794117143,10.709142304080371,2.1806184794117143,True,Nucleotide interconversion,1,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,glu_L(e),L-glutamate(1-),29.52855609230507,100.0,29.52855609230507,True,Nucleotide interconversion,2,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,glu_L(e),L-glutamate(1-),29.52855609230507,100.0,29.52855609230507,True,Nucleotide interconversion,2,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,glu_L(e),L-glutamate(1-),29.52855609230507,38.83428582475793,29.52855609230507,True,Nucleotide interconversion,2,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,ura(e),uracil,24.144476176993468,100.0,24.144476176993468,True,Nucleotide interconversion,3,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Bacteroides_xylanisolvens_XB1A_AGORA1_03,ura(e),uracil,24.144476176993468,3.3427161944838275,3.3427161944838275,True,Nucleotide interconversion,3,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,fum(e),Fumarate,73.8168221540143,73.76393524905785,73.76393524905785,True,Nucleotide interconversion,4,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,fum(e),Fumarate,73.8168221540143,49.08479136600057,49.08479136600057,True,Nucleotide interconversion,4,mixed_medium_plus_crossfeeding
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Escherichia_coli_UTI89_UPEC_AGORA1_03,acald(e),acetaldehyde,52.420579307347055,100.0,52.420579307347055,False,Nucleotide interconversion,5,crossfed_only
81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,acald(e),acetaldehyde,52.420579307347055,100.0,52.420579307347055,False,Nucleotide interconversion,5,crossfed_only
