age_group,diet,consumer_species,producer_species,shared_metabolite_id,shared_metabolite_name,consumer_uptake_flux,producer_secretion_flux,candidate_score,medium_available_flag,linked_pathway,anchor_rank,likely_origin
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,adn(e),Adenosine,15.180407739063996,100.0,15.180407739063996,True,Nucleotide interconversion,1,mixed_medium_plus_crossfeeding
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,,h2(e),Hydrogen,465.1996179221293,0.0,0.0,True,Nucleotide interconversion,2,direct_from_medium
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,acald(e),acetaldehyde,344.2476405589765,60.67168096950772,60.67168096950772,False,Nucleotide interconversion,3,crossfed_only
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,fum(e),Fumarate,152.6778403559582,10.80560977801439,10.80560977801439,True,Nucleotide interconversion,4,mixed_medium_plus_crossfeeding
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Bacteroides_dorei_DSM_17855_AGORA1_03,lac_L(e),(S)-lactate,135.95075187242946,100.0,100.0,False,Nucleotide interconversion,5,crossfed_only
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Ruminococcus_torques_ATCC_27756_AGORA1_03,lac_L(e),(S)-lactate,135.95075187242946,37.66383414946744,37.66383414946744,False,Nucleotide interconversion,5,crossfed_only
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,gly(e),Glycine,58.45813292920648,99.1300936279581,58.45813292920648,True,Nucleotide interconversion,6,mixed_medium_plus_crossfeeding
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,gly(e),Glycine,58.45813292920648,3.2807597618211175,3.2807597618211175,True,Nucleotide interconversion,6,mixed_medium_plus_crossfeeding
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,h2s(e),Hydrogen sulfide,38.22510552205773,0.0094885678785203,0.0094885678785203,True,Nucleotide interconversion,7,mixed_medium_plus_crossfeeding
61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,h2s(e),Hydrogen sulfide,38.22510552205773,0.0062540143575424,0.0062540143575424,True,Nucleotide interconversion,7,mixed_medium_plus_crossfeeding
