step,age_group,diet,species,pathway,reaction_id,reaction_name,flux,equation_in_flux_direction,incoming_from,shared_metabolites_from_previous
12,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,NDPK5,Nucleoside-Diphosphate Kinase (ATP:dGDP),-999.9684130435064,adp[c] + dgtp[c] -> atp[c] + dgdp[c],,
13,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,ADK3,Adentylate Kinase (GTP),999.8947602465475,amp[c] + gtp[c] -> adp[c] + gdp[c],,
14,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,GK2,guanylate kinase (GMPdATP),-999.8947602465475,dadp[c] + gdp[c] -> datp[c] + gmp[c],,
15,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,NDPK4,Nucleoside-Diphosphate Kinase (ATP:dTDP),-999.830212269596,adp[c] + dttp[c] -> atp[c] + dtdp[c],,
16,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,UTPATPT,Uridine triphosphate:AMP phosphotransferase,999.2091719408276,amp[c] + utp[c] -> adp[c] + udp[c],,
17,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,NDPK3,Nucleoside-Diphosphate Kinase (ATP:CDP),-998.1459802799068,adp[c] + ctp[c] -> atp[c] + cdp[c],,
18,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,NDPK8,Nucleoside-Diphosphate Kinase (ATP:dADP),-922.0605805733272,adp[c] + datp[c] -> atp[c] + dadp[c],,
19,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,ADK7,adenylate kinase (dATP),79.93450636903934,amp[c] + datp[c] -> adp[c] + dadp[c],,
20,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,DURIPP,Deoxyuridine Phosphorylase,51.75644315524504,duri[c] + pi[c] -> 2dr1p[c] + ura[c],,
21,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,ADD,adenine deaminase,2.4005612399067733,ade[c] + h2o[c] + h[c] -> hxan[c] + nh4[c],,
22,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,RNTR1,ribonucleoside-triphosphate reductase (ATP),2.1249126783022247,atp[c] + trdrd[c] -> datp[c] + h2o[c] + trdox[c],,
23,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,NTD6,5-Nucleotidase (dAMP),2.100326695819149,damp[c] + h2o[c] -> dad_2[c] + pi[c],,
24,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,r0345,ATP:AMP Phosphotransferase Ec:2.7.4.11,-2.100326695819149,adp[c] + dadp[c] -> atp[c] + damp[c],,
25,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,CYTK1,Cytidylate Kinase (CMP),1.8540197200931965,atp[c] + cmp[c] -> adp[c] + cdp[c],,
26,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,NTD7,5-Nucleotidase (AMP),0.3002345440876247,amp[c] + h2o[c] -> adn[c] + pi[c],,
27,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,PUNP1,Purine-Nucleoside Phosphorylase (Adenosine),0.2836368631828297,adn[c] + pi[c] -> ade[c] + r1p[c],,
28,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,UMPK,UMP Kinase,0.2735718916784435,atp[c] + ump[c] -> adp[c] + udp[c],,
29,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,GMPS2,GMP Synthase,0.0886420725476,atp[c] + gln_L[c] + h2o[c] + xmp[c] -> amp[c] + glu_L[c] + gmp[c] + 2 h[c] + ppi[c],,
30,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,PUNP7,Purine-Nucleoside Phosphorylase (Xanthosine),0.0886420725476,pi[c] + xtsn[c] -> r1p[c] + xan[c],,
31,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,r1384,Guanosine Aminohydrolase,0.0886420725476,gsn[c] + h2o[c] + h[c] -> nh4[c] + xtsn[c],,
32,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,CTPS1,CTP Synthase (NH3),0.0861983166148732,atp[c] + nh4[c] + utp[c] -> adp[c] + ctp[c] + 2 h[c] + pi[c],,
33,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,RNTR3,ribonucleoside-triphosphate reductase (CTP),0.0315869564935012,ctp[c] + trdrd[c] -> dctp[c] + h2o[c] + trdox[c],,
34,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,DGK1,Deoxyguanylate Kinase (dGMP:ATP),0.0315869564934701,atp[c] + dgmp[c] -> adp[c] + dgdp[c],,
35,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,r0456,ATP:Deoxyguanosine 5-Phosphotransferase,0.0315869564934701,atp[c] + dgsn[c] -> adp[c] + dgmp[c] + h[c],,
36,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,ADAD,deoxycytidine kinase,0.0245859824831313,atp[c] + dcyt[c] -> adp[c] + dcmp[c] + h[c],,
37,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,DTMPK,DTMP Kinase,0.0245859824831313,atp[c] + dtmp[c] -> adp[c] + dtdp[c],,
38,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,TMDSf2,"thymidylate synthase  (Flavin-dependent, NAD)",0.0245859824831313,dump[c] + fadh2[c] + mlthf[c] -> dtmp[c] + fad[c] + thf[c],,
39,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,ADK2,adenylate kinase (Inorganic triphosphate),0.0165976809047949,amp[c] + pppi[c] -> adp[c] + ppi[c],,
40,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Nucleotide interconversion,BPNT,"3, 5-Bisphosphate Nucleotidase",0.0165976809047949,h2o[c] + pap[c] -> amp[c] + pi[c],,
