diet,species,shared_metabolite_id,shared_metabolite_name,uptake_from_shared_flux,top_producer_species,top_producer_flux,crossfeeding_support_score,linked_pathway,pathway_abs_flux,pathway_flux_share,biomass_association_score,link_evidence
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,adn[e],Adenosine,59.73981773390637,Parabacteroides_merdae_ATCC_43184_AGORA1_03,55.45176215651354,55.45176215651354,Glycolysis/gluconeogenesis,531.3259816399122,0.325276672299051,2.4033401827257275,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,adn[e],Adenosine,59.73981773390637,Parabacteroides_merdae_ATCC_43184_AGORA1_03,55.45176215651354,55.45176215651354,Pentose phosphate pathway,305.832344919147,0.1872299320460013,1.383367629515912,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,adn[e],Adenosine,59.73981773390637,Parabacteroides_merdae_ATCC_43184_AGORA1_03,55.45176215651354,55.45176215651354,Pyruvate metabolism,147.3839559537707,0.0902281544654492,0.6666600088697185,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,adn[e],Adenosine,59.73981773390637,Parabacteroides_merdae_ATCC_43184_AGORA1_03,55.45176215651354,55.45176215651354,Nucleotide interconversion,74.62783618830997,0.0456870077034243,0.33756316020471,metabolite_name_keyword + pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,adn[e],Adenosine,59.73981773390637,Parabacteroides_merdae_ATCC_43184_AGORA1_03,55.45176215651354,55.45176215651354,Glycerophospholipid metabolism,44.92926525729503,0.0275056037098496,0.2032279848990709,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,adn[e],Adenosine,59.73981773390637,Parabacteroides_merdae_ATCC_43184_AGORA1_03,55.45176215651354,55.45176215651354,"Valine, leucine, and isoleucine metabolism",17.973260645901398,0.0110031931719544,0.0812982256045071,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,h2o[e],Water,45.35357059798225,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,31.53415108834796,31.53415108834796,Glycolysis/gluconeogenesis,531.3259816399122,0.325276672299051,2.4033401827257275,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,h2o[e],Water,45.35357059798225,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,31.53415108834796,31.53415108834796,Pentose phosphate pathway,305.832344919147,0.1872299320460013,1.383367629515912,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,h2o[e],Water,45.35357059798225,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,31.53415108834796,31.53415108834796,Pyruvate metabolism,147.3839559537707,0.0902281544654492,0.6666600088697185,pathway_reaction_keyword
high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,h2o[e],Water,45.35357059798225,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,31.53415108834796,31.53415108834796,Nucleotide interconversion,74.62783618830997,0.0456870077034243,0.33756316020471,pathway_reaction_keyword
