diet,shared_metabolite_id,shared_metabolite_name,producer_species,consumer_species,producer_flux,consumer_flux,candidate_score,crossfeeding_candidate,involves_focus_species
high_fiber,h[e],proton,Alistipes_shahii_WAL_8301_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,110.19204031759703,77.93999290281118,77.93999290281118,True,True
high_fiber,lac_D[e],(R)-lactate,Alistipes_shahii_WAL_8301_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,63.76064498650165,78.8140712262877,63.76064498650165,True,True
high_fiber,ade[e],Adenine,Alistipes_shahii_WAL_8301_AGORA1_03,Parabacteroides_merdae_ATCC_43184_AGORA1_03,56.45176215651353,56.45176215651353,56.45176215651353,True,True
high_fiber,adn[e],Adenosine,Parabacteroides_merdae_ATCC_43184_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,55.45176215651354,59.73981773390637,55.45176215651354,True,True
high_fiber,h2o[e],Water,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,31.53415108834796,45.35357059798225,31.53415108834796,True,True
high_fiber,h[e],proton,Alistipes_shahii_WAL_8301_AGORA1_03,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,110.19204031759703,25.275218892715458,25.275218892715458,True,True
high_fiber,h2o[e],Water,Bacteroides_xylanisolvens_XB1A_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,19.38070909544989,45.35357059798225,19.38070909544989,True,True
high_fiber,ac[e],acetate,Alistipes_shahii_WAL_8301_AGORA1_03,Bilophila_wadsworthia_3_1_6_AGORA1_03,25.34291442019932,18.673326178485805,18.673326178485805,True,True
high_fiber,h2o[e],Water,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,16.030303635932526,45.35357059798225,16.030303635932526,True,True
high_fiber,h[e],proton,Alistipes_shahii_WAL_8301_AGORA1_03,Alistipes_onderdonkii_DSM_19147_AGORA1_03,110.19204031759703,14.664721117867956,14.664721117867956,True,True
high_fiber,gsn[e],Guanosine,Alistipes_onderdonkii_DSM_19147_AGORA1_03,Alistipes_shahii_WAL_8301_AGORA1_03,15.696658646782584,14.29024134432337,14.29024134432337,True,True
