tradeoff_fraction,age_group,diet,id,growth_rate,grows_in_diet
0.0,21_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.05153220289653216,True
0.0,21_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.02831256906008583,True
0.0,21_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.017446069505467683,True
0.0,21_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.00686575247242193,True
0.0,21_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.0021586533955786874,True
0.0,21_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0021552536980527196,True
0.0,21_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0016542824036058364,True
0.0,21_40,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.02112560866977206,True
0.0,21_40,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.017535673323553876,True
0.0,21_40,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.00877167713202189,True
0.0,21_40,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.006379231895783239,True
0.0,21_40,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.002165008094740942,True
0.0,21_40,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0018089390816628775,True
0.0,21_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.0017414078546963536,True
0.0,41_60,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.02105890806556937,True
0.0,41_60,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.016573106983790453,True
0.0,41_60,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.009700405364569552,True
0.0,41_60,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.003208082834387201,True
0.0,41_60,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.000500922218183791,True
0.0,41_60,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.026241508882036274,True
0.0,41_60,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.021478471755173034,True
0.0,41_60,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.009173191741566262,True
0.0,41_60,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.004716415505838083,True
0.0,41_60,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0005398096689312753,True
0.0,61_70,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.05002816021439957,True
0.0,61_70,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.03588557905729015,True
0.0,61_70,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.027576010314431416,True
0.0,61_70,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.011912663466008477,True
0.0,61_70,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.001132105924265776,True
0.0,61_70,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.04129622089508862,True
0.0,61_70,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.029489406520633372,True
0.0,61_70,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.02702017198216096,True
0.0,61_70,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.013416061634050062,True
0.0,61_70,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0018207259816585381,True
0.0,71_80,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.046545088294368625,True
0.0,71_80,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.004937593352116237,True
0.0,71_80,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0024313723941664215,True
0.0,71_80,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.002396482102785966,True
0.0,71_80,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.001166077042728167,True
0.0,71_80,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.0008333218832207846,True
0.0,71_80,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0005532847078712278,True
0.0,71_80,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.07113539527650418,True
0.0,71_80,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.009731351438986366,True
0.0,71_80,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.004649555868103391,True
0.0,71_80,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.002914339411139004,True
0.0,71_80,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.0017135190291248316,True
0.0,71_80,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0014972762262928936,True
0.0,71_80,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0005910381880090252,True
0.0,81_plus,high_fiber,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.12764058064807013,True
0.0,81_plus,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.020417666502111555,True
0.0,81_plus,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.006774670033527912,True
0.0,81_plus,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0032326821075908006,True
0.0,81_plus,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.0029091119092658872,True
0.0,81_plus,high_fiber,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0024009068954864324,True
0.0,81_plus,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.001192976392855127,True
0.0,81_plus,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0006896483750159974,True
0.0,81_plus,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0003412670931535741,True
0.0,81_plus,western,Alistipes_onderdonkii_DSM_19147_AGORA1_03,0.16006593781263725,True
0.0,81_plus,western,Alistipes_shahii_WAL_8301_AGORA1_03,0.02343332777909936,True
0.0,81_plus,western,Bacteroides_dorei_DSM_17855_AGORA1_03,0.004418000999161185,True
0.0,81_plus,western,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.003770542585929344,True
0.0,81_plus,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.002477123628089983,True
0.0,81_plus,western,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.0019843388638682625,True
0.0,81_plus,western,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,0.0017897932846976737,True
0.0,81_plus,western,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.0007057338979034423,True
0.0,81_plus,western,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.0005261733342545301,True
0.1,21_40,high_fiber,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.2960074461627035,True
0.1,21_40,high_fiber,Ruminococcus_torques_ATCC_27756_AGORA1_03,0.03419726741888654,True
0.1,21_40,high_fiber,Alistipes_shahii_WAL_8301_AGORA1_03,0.029269047314356183,True
0.1,21_40,high_fiber,Bacteroides_dorei_DSM_17855_AGORA1_03,0.028402447854659625,True
0.1,21_40,high_fiber,Escherichia_coli_UTI89_UPEC_AGORA1_03,0.026847818537952872,True
0.1,21_40,high_fiber,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.014836305362448992,True
0.1,21_40,high_fiber,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.003568383510590669,True
0.1,21_40,western,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,0.3239989908428922,True
