age_group,id,growth_rate_full_access,grows_full_access
21_40,Alistipes_shahii_WAL_8301_AGORA1_03,0.7064551671849957,True
21_40,Bacteroides_dorei_DSM_17855_AGORA1_03,2.2214166525711367,True
21_40,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.1776392160100909,True
21_40,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.9804383150694695,True
21_40,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,28.058684892853886,True
21_40,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.6270535894776977,True
21_40,Ruminococcus_torques_ATCC_27756_AGORA1_03,3.2045622647018073,True
41_60,Bacteroides_dorei_DSM_17855_AGORA1_03,2.683246367850401,True
41_60,Escherichia_coli_UTI89_UPEC_AGORA1_03,8.170383797644496,True
41_60,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,34.656066372060806,True
41_60,Parabacteroides_merdae_ATCC_43184_AGORA1_03,1.9126174951834343,True
41_60,Ruminococcus_torques_ATCC_27756_AGORA1_03,8.154687352680982,True
61_70,Bacteroides_dorei_DSM_17855_AGORA1_03,1.068526775861392,True
61_70,Escherichia_coli_UTI89_UPEC_AGORA1_03,1.62094796786907,True
61_70,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,25.872444549874306,True
61_70,Parabacteroides_merdae_ATCC_43184_AGORA1_03,0.5674653400441229,True
61_70,Ruminococcus_torques_ATCC_27756_AGORA1_03,3.0130412424771156,True
71_80,Alistipes_onderdonkii_DSM_19147_AGORA1_03,15.712458767526837,True
71_80,Bacteroides_dorei_DSM_17855_AGORA1_03,12.778650470775002,True
71_80,Bacteroides_xylanisolvens_XB1A_AGORA1_03,0.7779360431382543,True
71_80,Escherichia_coli_UTI89_UPEC_AGORA1_03,51.06452601638642,True
71_80,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,26.975471485537,True
71_80,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,1.5294897928394213,True
71_80,Ruminococcus_torques_ATCC_27756_AGORA1_03,4.941461353888631,True
81_plus,Alistipes_onderdonkii_DSM_19147_AGORA1_03,13.368959085502677,True
81_plus,Alistipes_shahii_WAL_8301_AGORA1_03,5.045622716703699,True
81_plus,Bacteroides_dorei_DSM_17855_AGORA1_03,23.18982048633058,True
81_plus,Bacteroides_xylanisolvens_XB1A_AGORA1_03,6.270912221516535,True
81_plus,Escherichia_coli_UTI89_UPEC_AGORA1_03,52.255357215164445,True
81_plus,Faecalibacterium_prausnitzii_M21_2__AGORA1_03,37.865523648829395,True
81_plus,Klebsiella_pneumoniae_pneumoniae_MGH78578_AGORA1_03,5.543871473201597,True
81_plus,Parabacteroides_merdae_ATCC_43184_AGORA1_03,24.392238178413187,True
81_plus,Ruminococcus_torques_ATCC_27756_AGORA1_03,10.712084814031888,True
